Plano manut.,CenTrab respon.,Texto item man.,Loc.instalação,Data planejada,Dta.iníc.progr.,Data encermto.,Última ordem,Ordem,Tipo de ordem
TUJGDTCH023A,TTAJGPM,Teste operativo (UJG) CH-3P2,MT-S-41210-DG03-CH-3P2,4/5/2026,4/5/2026,,2200168400,,TDET
TUJGDTCH024A,TTAJGPM,Teste operativo (UJG) CH-3P5_5T,MT-S-41210-DG03-CH-3P5_5T,4/5/2026,4/5/2026,,2200168421,,TDET
TUEMDTCH075A,TTAEMPM,Teste operativo (UEM) CH-8U3,MT-S-41103-FM08-CH-8U3,4/5/2026,4/5/2026,,2200164069,,TDET
TUEMDTCH076A,TTAEMPM,Teste operativo (UEM) CH-8U5,MT-S-41103-FM08-CH-8U5,4/5/2026,4/5/2026,,2200164070,,TDET
TRBSDTRL015A,TCNRBPM,Teste operativo (RBS) RL-39F4,MT-S-41203-DD39-RL-39F4,4/5/2026,4/5/2026,,2200256832,,TDET
TIJADTDJ001A,TSEIJPM,Teste operativo (IJA) DJ-1K4,MT-S-40313-DL01-DJ-1K4,5/5/2026,5/5/2026,,2200256897,,TDET
TGVSDTDJ025A,TLEGVPM,Teste operativo (GVS) DJ-4J4,MT-S-43604-DT12-DJ-4J4,6/5/2026,6/5/2026,,2200256965,,TDET
TBCADTDJ022A,TSEBAPM,Teste operativo (BCA) DJ-81K4,MT-S-41205-DT04-DJ-81K4,6/5/2026,6/5/2026,,2200256958,,TDET
TBCADTDJ018A,TSEBAPM,Teste operativo (BCA) DJ-12K4,MT-S-41205-DC01-DJ-12K4,6/5/2026,6/5/2026,,2200256957,,TDET
TBCADTDJ014A,TSEBAPM,Teste operativo (BCA) DJ-4P4,MT-S-41205-FL04-DJ-4P4,6/5/2026,6/5/2026,,2200256956,,TDET
TBCADTRL011A,TSEBAPM,Teste operativo (BCA) RL-70F4,MT-S-41205-DC03-RL-70F4,6/5/2026,6/5/2026,,2200256959,,TDET
TBCADTRL012A,TSEBAPM,Teste operativo (BCA) RL-60F4,MT-S-41205-DC02-RL-60F4,6/5/2026,6/5/2026,,2200256960,,TDET
TGVSDTRL004A,TLEGVPM,Teste operativo (GVS) RL-22F4,MT-S-43604-DC04-RL-22F4,6/5/2026,6/5/2026,,2200256966,,TDET
TORPDTDJ019A,TSEOPPM,Teste operativo (ORP) DJ-9US4,MT-S-42507-FR03-DJ-9US4,7/5/2026,7/5/2026,,2200257086,,TDET
TJCBDTCH003A,TSECNPM,Teste operativo (JCB) CH-6P8_8T,MT-S-70157-FL06-CH-6P8_8T,8/5/2026,8/5/2026,,2200144887,,TDET
TCNLDTDJ013A,TSECNPM,Teste operativo (CNL) DJ-30F4,MT-S-42605-FC01-DJ-30F4,8/5/2026,8/5/2026,,2200257102,,TDET
TCNLDTDJ014A,TSECNPM,Teste operativo (CNL) DJ-40F4,MT-S-42605-FC04-DJ-40F4,8/5/2026,8/5/2026,,2200257103,,TDET
TRBSDTRL009A,TCNRBPM,Teste operativo (RBS) RL-45F4,MT-S-41203-DD45-RL-45F4,8/5/2026,8/5/2026,,2200257167,,TDET
TRBSDTRL011A,TCNRBPM,Teste operativo (RBS) RL-47F4,MT-S-41203-DD47-RL-47F4,8/5/2026,8/5/2026,,2200257168,,TDET
TGVDDTCH039A,TLEGVPM,Teste operativo (GVD) CH-4K1,MT-S-43604-DL04-CH-4K1,9/5/2026,9/5/2026,,,,TDET
TGVDDTCH077A,TLEGVPM,Teste operativo (GVD) CH-4K2,MT-S-43604-DL04-CH-4K2,9/5/2026,9/5/2026,,,,TDET
TGVDDTCH078A,TLEGVPM,Teste operativo (GVD) CH-4K3,MT-S-43604-DL04-CH-4K3,9/5/2026,9/5/2026,,,,TDET
TCNLDTCH011A,TSECNPM,Teste operativo (CNL) CH-5K5_5T,MT-S-42605-DL05-CH-5K5_5T,9/5/2026,9/5/2026,,2200149899,,TDET
TGVDDTCH080A,TLEGVPM,Teste operativo (GVD) CH-4K6,MT-S-43604-DL04-CH-4K6,10/5/2026,10/5/2026,,,,TDET
TIJADTDJ004A,TSEIJPM,Teste operativo (IJA) DJ-6K4,MT-S-40313-DL06-DJ-6K4,10/5/2026,10/5/2026,,2200257324,,TDET
TRBSDTRL008A,TCNRBPM,Teste operativo (RBS) RL-41F4,MT-S-41203-DD41-RL-41F4,10/5/2026,10/5/2026,,2200257334,,TDET
TMCLDTDJ027A,TNTMCPM,Teste operativo (MCL) DJ-5P4,MT-S-41209-FT04-DJ-5P4,11/5/2026,11/5/2026,,2200257503,,TDET
TTQLDTDJ000A,TCNTQPM,Teste operativo (TQL) DJ-10M4,MT-S-41202-FM10-DJ-10M4,11/5/2026,11/5/2026,,2200257541,,TDET
TGVSDTDJ031A,TLEGVPM,Teste operativo (GVS) DJ-6K4,MT-S-43604-FT01-DJ-6K4,12/5/2026,12/5/2026,,2200257425,,TDET
TRBSDTDJ058A,TCNRBPM,Teste operativo (RBS) DJ-21K4,MT-S-41203-DM21-DJ-21K4,13/5/2026,13/5/2026,,2200257597,,TDET
TRBSDTDJ016A,TCNRBPM,Teste operativo (RBS) DJ-1K4,MT-S-41203-DT06-DJ-1K4,13/5/2026,13/5/2026,,2200257596,,TDET
TRBSDTRL014A,TCNRBPM,Teste operativo (RBS) RL-38F4,MT-S-41203-DD38-RL-38F4,13/5/2026,13/5/2026,,2200257598,,TDET
TGVDDTCH080B,TLEGVPM,Teste operativo (GVD) CH-26F9,MT-S-43604-INCA-CH-26F9,14/5/2026,14/5/2026,,,,TDET
TNLSDTDJ004A,TSEOPPM,Teste operativo (NLS) DJ-8P4,MT-S-70178-FM08-DJ-8P4,14/5/2026,14/5/2026,,2200257631,,TDET
TTQLDTCH025A,TCNTQPM,Teste operativo (TQL) CH-11K1,MT-S-41202-DL11-CH-11K1,15/5/2026,15/5/2026,,2200168848,,TDET
TTQLDTCH026A,TCNTQPM,Teste operativo (TQL) CH-11K2,MT-S-41202-DL11-CH-11K2,15/5/2026,15/5/2026,,2200168849,,TDET
TTQLDTCH027A,TCNTQPM,Teste operativo (TQL) CH-11K5_5T,MT-S-41202-DL11-CH-11K5_5T,15/5/2026,15/5/2026,,2200168850,,TDET
TTQLDTCH028A,TCNTQPM,Teste operativo (TQL) CH-11K6,MT-S-41202-DL11-CH-11K6,15/5/2026,15/5/2026,,2200168851,,TDET
TCNLDTDJ019A,TSECNPM,Teste operativo (CNL) DJ-4P4,MT-S-42605-FT03-DJ-4P4,16/5/2026,16/5/2026,,2200257761,,TDET
TBCADTCH001A,TSEBAPM,Teste operativo (BCA) CH-2K3,MT-S-41205-DL02-CH-2K3,17/5/2026,17/5/2026,,2200158708,,TDET
TBCADTCH003A,TSEBAPM,Teste operativo (BCA) CH-2K6,MT-S-41205-DL02-CH-2K6,17/5/2026,17/5/2026,,2200158938,,TDET
TTQLDTCH061A,TCNTQPM,Teste operativo (TQL) CH-10P5,MT-S-41202-FL10-CH-10P5,17/5/2026,18/5/2026,,2200254340,2200254340,TDET
TTQLDTCH062A,TCNTQPM,Teste operativo (TQL) CH-10P6_6T,MT-S-41202-FL10-CH-10P6_6T,17/5/2026,18/5/2026,,2200254521,2200254521,TDET
TTQLDTCH060A,TCNTQPM,Teste operativo (TQL) CH-10P2,MT-S-41202-FL10-CH-10P2,17/5/2026,18/5/2026,,2200254522,2200254522,TDET
TCNLDTCH041A,TSECNPM,Teste operativo (CNL) CH-3K3,MT-S-42605-FT03-CH-3K3,18/5/2026,18/5/2026,,2200159776,,TDET
TCNLDTCH043A,TSECNPM,Teste operativo (CNL) CH-3K6,MT-S-42605-FT03-CH-3K6,18/5/2026,18/5/2026,,2200159863,,TDET
TTQLDTDJ036A,TCNTQPM,Teste operativo (TQL) DJ-7P4,MT-S-41202-FL07-DJ-7P4,18/5/2026,18/5/2026,,2200257857,,TDET
TRBSDTDJ033A,TCNRBPM,Teste operativo (RBS) DJ-2F4,MT-S-41203-FR20-DJ-2F4,18/5/2026,18/5/2026,,2200257841,,TDET
TRBSDTDJ035A,TCNRBPM,Teste operativo (RBS) DJ-5F4,MT-S-41203-FR22-DJ-5F4,18/5/2026,18/5/2026,,2200257843,,TDET
TRBSDTDJ036A,TCNRBPM,Teste operativo (RBS) DJ-6F4,MT-S-41203-FR23-DJ-6F4,18/5/2026,18/5/2026,,2200257844,,TDET
TRBSDTDJ034A,TCNRBPM,Teste operativo (RBS) DJ-3F4,MT-S-41203-FR21-DJ-3F4,18/5/2026,18/5/2026,,2200257842,,TDET
TTQLDTDJ022A,TCNTQPM,Teste operativo (TQL) DJ-6P4,MT-S-41202-FM06-DJ-6P4,19/5/2026,19/5/2026,,2200257937,,TDET
TTQLDTDJ020A,TCNTQPM,Teste operativo (TQL) DJ-10P4,MT-S-41202-FL10-DJ-10P4,19/5/2026,19/5/2026,,2200257936,,TDET
TUJGDTDJ007A,TTAJGPM,Teste operativo (UJG) DJ-2P4,MT-S-41210-DG01-DJ-2P4,19/5/2026,19/5/2026,,2200257938,,TDET
TCSNDTRL002A,TLEGVPM,Teste operativo (CSN) RL-5F4,MT-S-74102-DD05-RL-5F4,19/5/2026,19/5/2026,,2200257917,,TDET
TJFADTCH079A,TSEJFPM,Teste operativo (JFA) CH-12H5_VM,,20/5/2026,20/5/2026,,2200160452,,TDET
TJFADTCH080A,TSEJFPM,Teste operativo (JFA) CH-12H5_AZ,,20/5/2026,20/5/2026,,2200160453,,TDET
TJFADTCH081A,TSEJFPM,Teste operativo (JFA) CH-12H5_BR,,20/5/2026,20/5/2026,,2200160454,,TDET
TRBSDTDJ061A,TCNRBPM,Teste operativo (RBS) DJ-10U4,MT-S-41203-FM10-DJ-10U4,20/5/2026,20/5/2026,,2200257969,,TDET
TRBSDTDJ022A,TCNRBPM,Teste operativo (RBS) DJ-9U4,MT-S-41203-FL09-DJ-9U4,20/5/2026,20/5/2026,,2200257968,,TDET
TRBSDTDJ064A,TCNRBPM,Teste operativo (RBS) DJ-4U4,MT-S-41203-FM04-DJ-4U4,21/5/2026,21/5/2026,,2200258016,,TDET
TRBSDTDJ065A,TCNRBPM,Teste operativo (RBS) DJ-5U4,MT-S-41203-FT02-DJ-5U4,21/5/2026,21/5/2026,,2200258017,,TDET
TRBSDTDJ032A,TCNRBPM,Teste operativo (RBS) DJ-15US4,MT-S-41203-FR12-DJ-15US4,21/5/2026,21/5/2026,,2200258015,,TDET
TJFADTCH082A,TSEJFPM,Teste operativo (JFA) CH-7H3_VM,MT-S-71113-DD07-CH-7H3_VM,22/5/2026,22/5/2026,,2200157581,,TDET
TJFADTCH083A,TSEJFPM,Teste operativo (JFA) CH-7H3_AZ,MT-S-71113-DD07-CH-7H3_AZ,22/5/2026,22/5/2026,,2200157582,,TDET
TJFADTCH084A,TSEJFPM,Teste operativo (JFA) CH-7H3_BR,MT-S-71113-DD07-CH-7H3_BR,22/5/2026,22/5/2026,,2200157583,,TDET
TJFADTCH085A,TSEJFPM,Teste operativo (JFA) CH-7H5_VM,MT-S-71113-DD07-CH-7H5_VM,22/5/2026,22/5/2026,,2200157584,,TDET
TJFADTCH086A,TSEJFPM,Teste operativo (JFA) CH-7H5_AZ,MT-S-71113-DD07-CH-7H5_AZ,22/5/2026,22/5/2026,,2200157585,,TDET
TJFADTCH087A,TSEJFPM,Teste operativo (JFA) CH-7H5_BR,MT-S-71113-DD07-CH-7H5_BR,22/5/2026,22/5/2026,,2200157586,,TDET
TRBSDTDJ018A,TCNRBPM,Teste operativo (RBS) DJ-44F4,MT-S-41203-DT06-DJ-44F4,22/5/2026,22/5/2026,,2200258107,,TDET
TCNLDTCH040A,TSECNPM,Teste operativo (CNL) CH-3P8_8T,MT-S-42605-FL03-CH-3P8_8T,23/5/2026,23/5/2026,,2200162337,,TDET
TJMLDTCH006A,TLEIBPM,Teste operativo (JML) CH-2M8_8T,MT-S-41301-FL02-CH-2M8_8T,25/5/2026,25/5/2026,,2200149575,,TDET
TUJGDTDJ026A,TTAJGPM,Teste operativo (UJG) DJ-9P4,MT-S-41210-FM09-DJ-9P4,25/5/2026,25/5/2026,,2200258275,,TDET
TUJGDTDJ009A,TTAJGPM,Teste operativo (UJG) DJ-5P4,MT-S-41210-FL05-DJ-5P4,25/5/2026,25/5/2026,,2200258274,,TDET
TTQLDTDJ017A,TCNTQPM,Teste operativo (TQL) DJ-4M4,MT-S-41202-FL04-DJ-4M4,26/5/2026,26/5/2026,,2200258297,,TDET
TIJADTDJ008A,TSEIJPM,Teste operativo (IJA) DJ-7U4,MT-S-40313-FL07-DJ-7U4,26/5/2026,26/5/2026,,2200258278,,TDET
TUSSDTDJ007A,TTASSPM,Teste operativo (USS) DJ-15U4,MT-S-41150-FL15-DJ-15U4,26/5/2026,26/5/2026,,2200258300,,TDET
TUEMDTCH056A,TTAEMPM,Teste operativo (UEM) CH-7U8_8T,MT-S-41103-DG02-CH-7U8_8T,28/5/2026,28/5/2026,,,,TDET
TIBQDTDJ001A,TLEIBPM,Teste operativo (IBQ) DJ-1M4,MT-S-70177-FL01-DJ-1M4,28/5/2026,28/5/2026,,2200258381,,TDET
TITDDTDJ004A,TSEOPPM,Teste operativo (ITD) DJ-9311,MT-S-70179-FL09-DJ-9311,28/5/2026,28/5/2026,,2200258392,,TDET
TCNLDTDJ012A,TSECNPM,Teste operativo (CNL) DJ-15F4,MT-S-42605-DT05-DJ-15F4,30/5/2026,30/5/2026,,2200258523,,TDET
TCNLDTDJ002A,TSECNPM,Teste operativo (CNL) DJ-9K4,MT-S-42605-FT03-DJ-9K4,30/5/2026,30/5/2026,,2200258522,,TDET
TSGPDTCH043A,TCNSGPM,Teste operativo (SGP) CH-3U3,MT-S-41107-FT01-CH-3U3,31/5/2026,1/6/2026,,2200198526,2200198526,TDET
TSGPDTCH044A,TCNSGPM,Teste operativo (SGP) CH-3U5,MT-S-41107-FT01-CH-3U5,31/5/2026,1/6/2026,,2200198527,2200198527,TDET
TVPNDTDJ009A,TCNVEPM,Teste operativo (VPN) DJ-7U4,MT-S-41104-FM07-DJ-7U4,2/6/2026,2/6/2026,,3200021155,,TPSV
TIBQDTDJ003A,TLEIBPM,Teste operativo (IBQ) DJ-4M4,MT-S-70177-DL04-DJ-4M4,2/6/2026,2/6/2026,,3200021153,,TPSV
TIBQDTDJ002A,TLEIBPM,Teste operativo (IBQ) DJ-3M4,MT-S-70177-FL03-DJ-3M4,2/6/2026,2/6/2026,,2200258686,,TDET
TUJGDTDJ041A,TTAJGPM,Teste operativo (UJG) DJ-7K4,MT-S-41210-DL07-DJ-7K4,2/6/2026,2/6/2026,,2200258730,,TDET
TVPNDTDJ013A,TCNVEPM,Teste operativo (VPN) DJ-9K4,MT-S-41104-DL09-DJ-9K4,3/6/2026,3/6/2026,,3200021157,,TPSV
TCSNDTDJ005A,TLEGVPM,Teste operativo (CSN) DJ-3M4,MT-S-74102-FM03-DJ-3M4,3/6/2026,3/6/2026,,2200258744,,TDET
TORPDTDJ003A,TSEOPPM,Teste operativo (ORP) DJ-9K4,MT-S-42507-DL09-DJ-9K4,3/6/2026,3/6/2026,,2200258768,,TDET
TBRRDTDJ016A,TCNBRPM,Teste operativo (BRR) DJ-12P4,MT-S-41206-FL12-DJ-12P4,3/6/2026,3/6/2026,,2200258743,,TDET
TVPNDTDJ001A,TCNVEPM,Teste operativo (VPN) DJ-10K4,MT-S-41104-DL10-DJ-10K4,3/6/2026,3/6/2026,,3200021156,,TPSV
TBDPDTDJ012A,TTABDPM,Teste operativo (BDP) DJ-13U4,MT-S-70113-FM13-DJ-13U4,3/6/2026,3/6/2026,,2200258742,,TDET
TIIGDTCH151A,TLEIPPM,Teste operativo (IIG) CH-6M2,MT-S-41401-FL06-CH-6M2,4/6/2026,4/6/2026,,,,TDET
TIIGDTCH152A,TLEIPPM,Teste operativo (IIG) CH-6M6_6T,MT-S-41401-FL06-CH-6M6_6T,4/6/2026,4/6/2026,,,,TDET
TRBSDTCH176A,TCNRBPM,Teste operativo (RBS) CH-3K3,MT-S-41203-DL03-CH-3K3,4/6/2026,5/6/2026,,2200254555,2200254555,TDET
TRBSDTCH005A,TCNRBPM,Teste operativo (RBS) CH-3K2,MT-S-41203-DL03-CH-3K2,4/6/2026,5/6/2026,,2200254556,2200254556,TDET
TRBSDTCH183A,TCNRBPM,Teste operativo (RBS) CH-3K6,MT-S-41203-DL03-CH-3K6,4/6/2026,5/6/2026,,2200254557,2200254557,TDET
TGVSDTDJ013A,TLEGVPM,Teste operativo (GVS) DJ-2K4,MT-S-43604-DL02-DJ-2K4,4/6/2026,4/6/2026,,2200258837,,TDET
TTQLDTDJ004A,TCNTQPM,Teste operativo (TQL) DJ-6K4,MT-S-41202-DL06-DJ-6K4,4/6/2026,4/6/2026,,2200258847,,TDET
TTQLDTDJ011A,TCNTQPM,Teste operativo (TQL) DJ-8K4,MT-S-41202-DM08-DJ-8K4,4/6/2026,4/6/2026,,2200258848,,TDET
TSGPDTDJ012A,TCNSGPM,Teste operativo (SGP) DJ-8U4,MT-S-41107-FL08-DJ-8U4,4/6/2026,4/6/2026,,2200258845,,TDET
TRBSDTCH006A,TCNRBPM,Teste operativo (RBS) CH-3K5_5T,MT-S-41203-DL03-CH-3K5_5T,5/6/2026,5/6/2026,,2200254558,2200254558,TDET
TGVDDTCH006B,TLEGVPM,Teste operativo (GVD) CH-9MT3,MT-S-43604-FT03-CH-9MT3,5/6/2026,5/6/2026,,,,TDET
TRBSDTCH085A,TCNRBPM,Teste operativo (RBS) CH-4P3,MT-S-41203-FT01-CH-4P3,5/6/2026,5/6/2026,,2200179681,,TDET
TRBSDTCH086A,TCNRBPM,Teste operativo (RBS) CH-4P5,MT-S-41203-FT01-CH-4P5,5/6/2026,5/6/2026,,2200156643,,TDET
TTQLDTCH059A,TCNTQPM,Teste operativo (TQL) CH-10P1,MT-S-41202-FL10-CH-10P1,6/6/2026,8/6/2026,,2200254524,2200254524,TDET
TRBSDTCH067A,TCNRBPM,Teste operativo (RBS) CH-6P8_8T,MT-S-41203-FL56-CH-6P8_8T,6/6/2026,8/6/2026,,2200210284,2200210284,TDET
TRBSDTCH119A,TCNRBPM,Teste operativo (RBS) CH-71FC2_AZ,MT-S-41203-DC02-CH-71FC2_AZ,6/6/2026,6/6/2026,,2200164054,,TDET
TRBSDTCH120A,TCNRBPM,Teste operativo (RBS) CH-71FC2_BR,MT-S-41203-DC02-CH-71FC2_BR,6/6/2026,6/6/2026,,2200164055,,TDET
TRBSDTCH121A,TCNRBPM,Teste operativo (RBS) CH-71FC2_VM,MT-S-41203-DC02-CH-71FC2_VM,6/6/2026,6/6/2026,,2200164056,,TDET
TTQLDTDJ007A,TCNTQPM,Teste operativo (TQL) DJ-11K4,MT-S-41202-DL11-DJ-11K4,6/6/2026,6/6/2026,,2200259026,,TDET
TITDDTDJ002A,TSEOPPM,Teste operativo (ITD) DJ-9301,MT-S-70179-FL06-DJ-9301,6/6/2026,6/6/2026,,2200259023,,TDET
TVPNDTDJ017A,TCNVEPM,Teste operativo (VPN) DJ-6K4,MT-S-41104-DL06-DJ-6K4,7/6/2026,7/6/2026,,3200021387,,TPSV
TVPNDTDJ000A,TCNVEPM,Teste operativo (VPN) DJ-1K4,MT-S-41104-DC02-DJ-1K4,7/6/2026,7/6/2026,,3200021385,,TPSV
TVPNDTDJ016A,TCNVEPM,Teste operativo (VPN) DJ-2K4,MT-S-41104-DC03-DJ-2K4,7/6/2026,7/6/2026,,3200021386,,TPSV
TSGPDTDJ023A,TCNSGPM,Teste operativo (SGP) DJ-11U4,MT-S-41107-FT03-DJ-11U4,7/6/2026,7/6/2026,,2200259424,,TDET
TSGPDTDJ019A,TCNSGPM,Teste operativo (SGP) DJ-16K4,MT-S-41107-FT03-DJ-16K4,7/6/2026,7/6/2026,,2200259423,,TDET
TVZPDTDJ002A,TNTVPPM,Teste operativo (VZP) DJ-8K4,MT-S-72110-DL08-DJ-8K4,9/6/2026,9/6/2026,,2200260125,,TDET
TVZPDTDJ019A,TNTVPPM,Teste operativo (VZP) DJ-7F4,MT-S-72110-DT01-DJ-7F4,9/6/2026,9/6/2026,,2200260126,,TDET
TJFADTCH044A,TSEJFPM,Teste operativo (JFA) CH-4P5,MT-S-71113-FL03-CH-4P5,11/6/2026,11/6/2026,,2200154853,,TDET
TJFADTCH042A,TSEJFPM,Teste operativo (JFA) CH-3P8_8T,MT-S-71113-FL03-CH-3P8_8T,11/6/2026,11/6/2026,,2200149244,,TDET
TIJADTCH042A,TSEIJPM,Teste operativo (IJA) CH-2UT2,MT-S-40313-FT02-CH-2UT2,11/6/2026,11/6/2026,,2200155665,,TDET
TJFADTCH040A,TSEJFPM,Teste operativo (JFA) CH-3P3,MT-S-71113-FT07-CH-3P3,11/6/2026,11/6/2026,,2200154860,,TDET
TJFADTCH041A,TSEJFPM,Teste operativo (JFA) CH-3P5,MT-S-71113-FT07-CH-3P5,11/6/2026,11/6/2026,,2200154864,,TDET
TSNDDTCH030A,TSEJFPM,Teste operativo (SND) CH-6P8_8T,MT-S-70096-FL06-CH-6P8_8T,11/6/2026,11/6/2026,,2200149254,,TDET
TSNDDTCH028A,TSEJFPM,Teste operativo (SND) CH-6P3,MT-S-70096-FL06-CH-6P3,11/6/2026,11/6/2026,,2200150665,,TDET
TSNDDTCH029A,TSEJFPM,Teste operativo (SND) CH-6P5,MT-S-70096-FL06-CH-6P5,11/6/2026,11/6/2026,,2200150666,,TDET
TGVSDTDJ024A,TLEGVPM,Teste operativo (GVS) DJ-1K4,MT-S-43604-DT12-DJ-1K4,11/6/2026,11/6/2026,,2200260227,,TDET
TIBADTDJ006A,TLEIBPM,Teste operativo (IBA) DJ-70M4,MT-S-42503-FC04-DJ-70M4,11/6/2026,11/6/2026,,2200260228,,TDET
TUEMDTDJ037A,TTAEMPM,Teste operativo (UEM) DJ-6U4,MT-S-41103-FT07-DJ-6U4,11/6/2026,11/6/2026,,2200260343,,TDET
TUSSDTDJ015A,TTASSPM,Teste operativo (USS) DJ-7U4,MT-S-41150-DG04-DJ-7U4,11/6/2026,11/6/2026,,2200260344,,TDET
TTQLDTDJ005A,TCNTQPM,Teste operativo (TQL) DJ-9K4,MT-S-41202-DL09-DJ-9K4,11/6/2026,11/6/2026,,2200260342,,TDET
TIBADTRL003A,TLEIBPM,Teste operativo (IBA) RL-210F4,MT-S-42503-DD10-RL-210F4,11/6/2026,11/6/2026,,2200260229,,TDET
TUJGDTCH084A,TTAJGPM,Teste operativo (UJG) CH-13P1,MT-S-41210-FT08-CH-13P1,13/6/2026,13/6/2026,,2200157218,,TDET
TUJGDTCH085A,TTAJGPM,Teste operativo (UJG) CH-13P2,MT-S-41210-FT08-CH-13P2,13/6/2026,13/6/2026,,2200157219,,TDET
TUJGDTCH086A,TTAJGPM,Teste operativo (UJG) CH-13P5_5T,MT-S-41210-FT08-CH-13P5_5T,13/6/2026,13/6/2026,,2200169154,,TDET
TUJGDTCH087A,TTAJGPM,Teste operativo (UJG) CH-13P6,MT-S-41210-FT08-CH-13P6,13/6/2026,13/6/2026,,2200169155,,TDET
TUJGDTCH090A,TTAJGPM,Teste operativo (UJG) CH-6K3,MT-S-41210-FT08-CH-6K5,13/6/2026,13/6/2026,,2200169090,,TDET
TUJGDTCH092A,TTAJGPM,Teste operativo (UJG) CH-6K6,MT-S-41210-FT08-CH-6K1,13/6/2026,13/6/2026,,2200169086,,TDET
TUTMDTCH071A,TNTTMPM,Teste operativo (UTM) CH-7K6,MT-S-41211-FT12-CH-7K6,13/6/2026,13/6/2026,,2200163833,,TDET
TIBADTDJ010A,TLEIBPM,Teste operativo (IBA) DJ-6M4,MT-S-42503-FL06-DJ-6M4,13/6/2026,13/6/2026,,2200260518,,TDET
TORPDTDJ021A,TSEOPPM,Teste operativo (ORP) DJ-7K4,MT-S-42507-FT03-DJ-7K4,13/6/2026,13/6/2026,,2200260521,,TDET
TVZPDTDJ015A,TNTVPPM,Teste operativo (VZP) DJ-3P4,MT-S-72110-FT04-DJ-3P4,13/6/2026,13/6/2026,,2200260533,,TDET
TRBSDTCH022A,TCNRBPM,Teste operativo (RBS) CH-11K5_5T,MT-S-41203-DL11-CH-11K5_5T,15/6/2026,15/6/2026,,2200168264,,TDET
TRBSDTCH070A,TCNRBPM,Teste operativo (RBS) CH-9P8_8T,MT-S-41203-FL59-CH-9P8_8T,15/6/2026,15/6/2026,,2200167316,,TDET
TRBSDTCH104A,TCNRBPM,Teste operativo (RBS) CH-11U3,MT-S-41203-FT05-CH-11U3,15/6/2026,15/6/2026,,2200193935,2200193935,TDET
TTQLDTDJ010A,TCNTQPM,Teste operativo (TQL) DJ-5M4,MT-S-41202-FM05-DJ-5M4,15/6/2026,15/6/2026,,2200260768,,TDET
TMQTDTDJ000A,TLEMQPM,Teste operativo (MQT) DJ-1U4,MT-S-41102-FT01-DJ-1U4,15/6/2026,15/6/2026,,2200260730,,TDET
TCNLDTDJ004A,TSECNPM,Teste operativo (CNL) DJ-5K4,MT-S-42605-DL05-DJ-5K4,15/6/2026,15/6/2026,,2200260688,,TDET
TVPNDTDJ008A,TCNVEPM,Teste operativo (VPN) DJ-10U4,MT-S-41104-FL10-DJ-10U4,17/6/2026,17/6/2026,,2200261062,,TDET
TTQLDTDJ006A,TCNTQPM,Teste operativo (TQL) DJ-10K4,MT-S-41202-DL10-DJ-10K4,18/6/2026,18/6/2026,,2200261184,,TDET
TBC3DTDJ001A,TLEIBPM,Teste operativo (BC3) DJ-8M4,MT-S-44302-FC01-DJ-8M4,18/6/2026,18/6/2026,,2200261065,,TDET
TSGTDTCH028A,TTASGPM,Teste operativo (SGT) CH-10U3,MT-S-41105-FM10-CH-10U3,20/6/2026,20/6/2026,,2200161528,,TDET
TSGTDTCH029A,TTASGPM,Teste operativo (SGT) CH-10U5,MT-S-41105-FM10-CH-10U5,20/6/2026,20/6/2026,,2200161529,,TDET
TTQLDTDJ016A,TCNTQPM,Teste operativo (TQL) DJ-2P4,MT-S-41202-FL02-DJ-2P4,21/6/2026,21/6/2026,,2200261492,,TDET
TUTMDTDJ007A,TNTTMPM,Teste operativo (UTM) DJ-11K4,MT-S-41211-DL11-DJ-11K4,23/6/2026,23/6/2026,,2200261793,,TDET
TRBSDTDJ039A,TCNRBPM,Teste operativo (RBS) DJ-15F4,MT-S-41203-FS01-DJ-15F4,23/6/2026,23/6/2026,,2200261766,,TDET
TRBSDTDJ038A,TCNRBPM,Teste operativo (RBS) DJ-14F4,MT-S-41203-FS01-DJ-14F4,23/6/2026,23/6/2026,,2200261765,,TDET
TRBSDTDJ037A,TCNRBPM,Teste operativo (RBS) DJ-13F4,MT-S-41203-FS01-DJ-13F4,23/6/2026,23/6/2026,,2200261764,,TDET
TIJADTDJ011A,TSEIJPM,Teste operativo (IJA) DJ-4U4,MT-S-40313-FT01-DJ-4U4,26/6/2026,26/6/2026,,2200261867,,TDET
TRBSDTDJ031A,TCNRBPM,Teste operativo (RBS) DJ-13U4,MT-S-41203-FM13-DJ-13U4,27/6/2026,27/6/2026,,2200262071,,TDET
TUTMDTCH068A,TNTTMPM,Teste operativo (UTM) CH-1PT12,MT-S-41211-FT12-CH-1PT12,29/6/2026,29/6/2026,,2200152689,,TDET
TMQTDTCH015A,TLEMQPM,Teste operativo (MQT) CH-19M5,MT-S-41102-DL19-CH-19M5,29/6/2026,29/6/2026,,2200155294,,TDET
TUVGDTDJ004A,TTANPPM,Teste operativo (UVG) DJ-5P4,MT-S-40005-FL05-DJ-5P4,29/6/2026,29/6/2026,,2200262155,,TDET
TCSNDTRL003A,TLEGVPM,Teste operativo (CSN) RL-6F4,MT-S-74102-DD06-RL-6F4,29/6/2026,29/6/2026,,2200260828,,TDET
